question_id,category_1,category_2,category_3,question_text_original,question_text_rev,variants_1,variants_2,variants_3,variants_4,variants_5,variants_6,variants_7,variants_8,variants_9,variants_10,variants_11,variants_12,variants_13,variants_14,variants_15,variants_16,variants_17,variants_18,,,,,variants_19,,,,answer
56af6c13e0e2eed908000056,Flexi,Info e Acquisto,Casa e Famiglia,Che cosa garantisce la polizza Flexi Casa?,Quali garanzie offre la polizza Flexi Casa?,Che cosa garantisce la polizza Flexi Casa?,In cosa consiste la polizza Flexi Casa?,Come funziona la polizza Flexi Casa?,Quali servizi sono garantiti dalla polizza Flexi Casa?,Quali coperture offre la polizza Flexi Casa?,Quali vantaggi mi offre la polizza Flexi Casa?,Per quali tipologie di interventi posso contare sulla polizza Flexi Casa?,"Se ho una polizza Flexi Casa,in quali situazioni mi viene inviata assistenza",,,,,,,,,,,,,,,,,,,"Il modulo Flexi Casa garantisce l'assistenza all'abitazione tramite l'invio di tecnici qualificati in caso di emergenza domestica, quali l'invio di un fabbro, idraulico, elettricista, vetraio."
56af6c14e0e2eed908000059,Flexi,Info e Acquisto,Casa e Famiglia,Quanti interventi si possono richiedere nell'arco di validità della polizza Flexi Casa?,Quanti interventi si possono richiedere durante il periodo di validità della polizza Flexi Casa?,Quante volte posso chiamare l'assistenza se ho una polizza Flexi Casa?,Esiste un limite al numero di interventi di assistenza domestica che un assicurato può richiedere se ha una polizza Flexi Casa?,Ho una polizza Flexi Casa: quanti interventi di assistenza domestica posso richiedere?,Ho stipulato una polizza Flexi Casa: quante volte posso fare la richiesta di assistenza domestica?,,,,,,,,,,,,,,,,,,,,,,,Si possono richiedere 3 interventi per tipo di prestazione e per anno assicurativo.
56af6c15e0e2eed90800005c,Easy,Info e Acquisto,"Viaggi, Auto e Mobilità, Casa e Famiglia, Salute",Che cos'è la Easy Card?,Cos'è l'abbonamento Easy?,In cosa consiste l'abbonamento Easy?,Come funziona l'abbonamento Easy?,Quali servizi mi offre l'abbonamento Easy?,Quanto costa l'abbonamento Easy?,Quali vantaggi mi offre l'abbonamento Card?,Che tipo di canone prevede l'abbonamento Easy?,Quale tipologia di assistenza garantisce l'abbonamento Easy?,Quante e quali prestazioni sono assicurate dall'abbonamento Easy?,,,,,,,,,,,,,,,,,,,"Easy è la nostra soluzione ad abbonamento che ti permette di costruire un piano di assistenza giornaliera partendo da soli euro 7,50 al mese. \n\nCon easy puoi chiamare la Centrale Operativa ogni volta che vuoi e richiedere 10 diverse tipologie di consulenze, accedere a 4 servizi on line per gestire in sicurezza i propri dati personali (bancari, sanitari e legati  alla mobilità), accedere a un ventaglio di benefit"
56af6c16e0e2eed90800005f,Easy,Info e Acquisto,"Viaggi, Auto e Mobilità, Casa e Famiglia, Salute",Qual è la validità di Easy?,Qual è la validità dell'abbonamento Easy?,Quanto dura l'abbonamento Easy?,Quali formule sono previste per l'abbonamento Easy?,Quale tipologia di abbonamento posso scegliere?,Posso scegliere la durata dell'abbonamento Easy?,,,,,,,,,,,,,,,,,,,,,,,Puoi scegliere Easy con validità annuale o Easy con validità mensile.
56af6c17e0e2eed908000062,Eura Salute Ogni Giorno,Info e Acquisto,Salute,Cosa garantisce la Polizza Eura Salute Ogni Giorno?,Quali garanzie offre la polizza Eura Salute Ogni Giorno?,Cosa garantisce la polizza Eura Salute Ogni Giorno?,In cosa consiste la polizza Eura Salute Ogni Giorno?,Come funziona la polizza Eura Salute Ogni giorno?,Quali servizi sono garantiti dalla polizza Eura Salute Ogni Giorno?,Quali coperture offre la polizza Eura Salute Ogni Giorno?,Quali servizi mi assicuro acquistando la polizza Eura Salute Ogni Giornp?,Quali indennizzi prevede la polizza Eura Salute Ogni Giorno?,La polizza Eura Salute Ogni Giorno prevede un indennizzo anche in caso di ricovero ospedaliero senza intervento?,La polizza Eura Salute Ogni Giorno è valida anche prima e dopo un intervento chirurgico?,Quali spese sono coperte dalla polizza Eura Salute Ogni Giorno?,,,,,,,,,,,,,,,,,"Con l'opzione “Ogni Giorno” viene erogato un indennizzo a seguito di intervento chirurgico dell'assicurato, anche in caso di day hospital, reso necessario da una malattia, da infortunio, da parto con taglio cesareo e da aborto.\nSono  incluse le spese mediche sostenute per visite specialistiche indagini diagnostiche inclusi ticket sanitari nei 100 gg prima e dopo l'intervento.\nE nel caso si abbia un ricovero senza intervento viene dato un indennizzo di 100 € al  giorno x ogni di ricovero\n"
56af6c17e0e2eed908000065,Eura Salute Ogni Giorno,Info e Acquisto,Salute,Se l'intervento avviene in struttura pubblica la polizza Eura Salute Ogni giorno mi copre?,La polizza Eura Salute Ogni Giorno mi copre anche se l'intervento avviene presso una struttura pubblica?,Gli interventi presso strutture pubbliche sono assicurati dalla polizza Eura Salute Ogni Giorno?,L'indennizzo previsto dalla polizza Eura Salute Ogni Giorno è assicurato anche in caso di intervento presso una struttura pubblica?,"Se mi sottopongo ad un intervento presso una struttura pubblica, sono comunque garantito dalla polizza Eura Salute Ogni Giorno?","Se mi opero presso una struttura pubblica, posso sempre contare sulla polizza Eura Salute Ogni Giorno?",,,,,,,,,,,,,,,,,,,,,,,Si l'indennizzo è erogato anche in caso di intervento in struttura pubblica.
56af6c18e0e2eed908000068,Eura Salute Ogni Giorno,Info e Acquisto,Salute,Se l'intervento avviene in regime ambulatoriale sono coperto?,Con  la polizza Eura Salute Ogni Giorno sono coperti anche gli interventi che avvengono in regime ambulatoriale?,Con  la polizza Eura Salute Ogni Giorno sono coperto anche se l'intervento avviene in regime ambulatoriale?,La polizza Eura Salute Ogni Giorno prevede un indennizzo anche per gli interventi che avvengono in regime ambulatoriale?,Con  la polizza Eura Salute Ogni Giorno quale tipologia di  indennizzo è prevista per gli inteventi che avvengono in regime ambulatoriale?,La polizza Eura Salute Ogni Giorno è valida anche per gli interventi di chirurgia ambulatoriale?,,,,,,,,,,,,,,,,,,,,,,,Si sono coperti anche gli interventi eseguiti in regime ambulaturiale con un indennizzo fisso di 100 €
56af6c19e0e2eed90800006b,Eura Salute Ogni Giorno,Info e Acquisto,Salute,La polizza Eura Salute Ogni Giorno copre visite specialistiche di qualsiasi genere?,Quali tipologie di visite specialistiche sono coperte dalla polizza Eura Salute Ogni Giorno?,La polizza Eura Salute Ogni Giorno copre visite specialistiche di qualsiasi genere?,Le visite specialistiche sono garantite dalla polizza Eura Salute Ogni Giorno?,Vi sono delle limitazioni fra le visite specialistiche che risultano coperte dalla polizza Eura Salute Ogni Giorno?,Posso contare sulla polizza Eura Salute Ogni Giorno per le visite specialistiche?,"Se ho la polizza Eura Salute Ogni Giorno, sono assicurato anche per le visite specialistiche?",Quali sono le condizioni per la copertura delle visite specialistiche da parte della polizza Eura Salute Ogni Giorno?,,,,,,,,,,,,,,,,,,,,,"Le visite specialistiche garantite dalla polizza sono quelle sostenute nei 90 giorni prima e nei 90 giorni successivi al ricovero, purché relative agli eventi indennizzabili ai termini di polizza."
56af6c1ae0e2eed90800006e,Eura Casa Tutto Compreso,Info e Acquisto,Casa e Famiglia,"Ho una polizza Eura Casa Tutto Compreso, come viene calcolato  il valore dell'Incendio Fabbricato?","Se stipulo una polizza Eura Casa Tutto Compreso, come viene calcolato il valore dell'Incendio del Fabbricato?",Ho una polizza Eura Casa Tutto Compreso: come viene calcolato il valore dell'Incendio del Fabbricato?,Come viene stimato il valore dell'Incendio del Fabbricato per la polizza Eura Casa Tutto Compreso?,Qual è il valore dell'Incendio del Fabbricato ai fini della polizza Eura Casa Tutto Compreso?,Voglio sottoscrivere una polizza Eura Casa Tutto Compreso: come si calcola il valore dell'Incendio del Fabbricato?,Europ Assistance come valuta il valore dell'Incendio del Fabbricato per la polizza Eura Casa Tutto Compreso?,,,,,,,,,,,,,,,,,,,,,,"La somma assicurata per il fabbricato viene determinata considerando i metri quadrati relativi alla superficie interna calpestabile aumentata del 15%, per considerare anche la superficie dei muri interni dell'abitazione. Nel calcolo dei metri quadrati si includono anche quelli relativi a box,  cantine, mansarde anche non abitabili e ogni altra dipendenza."
56af6c1be0e2eed908000071,Eura Casa Tutto Compreso,Info e Acquisto,Casa e Famiglia,"Ho una polizza Eura Casa Tutto Compreso, posso assicurare anche i pannelli solari e fotovoltaici installati sulla mia abitazione?","Ho una polizza Eura Casa Tutto Compreso, posso assicurare anche i pannelli solari e fotovoltaici installati sulla mia abitazione?",Nella polizza Eura Casa Tutto Compreso posso aggiungere l'assicurazione anche ai pannelli solari e fotovoltaici della mia abitazione?,La polizza Eura Casa Tutto Compreso prevede anche l'assicurazione dei pannelli solari e fotovoltaici presenti sull'abitazione?,I pannelli solari e fotovoltaici della mia abitazione possono essere assicurati con la polizza Eura Casa Tutto Compreso?,Come funziona la polizza Eura Casa Tutto Compreso relativamente ai pannelli solari e fotovoltaici?,Anche i pannelli solari e fotovoltaici sono assicurabili con la polizza Eura Casa Tutto Compreso?,Come posso assicurare i pannelli solari e fotovoltaici della mia abitazione?,Quale copertura assicurativa può essere richiesta per i pannelli solari e fotovoltaici?,,,,,,,,,,,,,,,,,,,,È possibile richiedere che la copertura venga estesa anche ai pannelli solari e fotovoltaici solo per il rischio incendio e scoppio.
56af6c1ce0e2eed908000074,Eura Casa Tutto Compreso,Info e Acquisto,Casa e Famiglia,"Ho una polizza Eura Casa Tutto Compreso, posso assicurare eventuali danni al contenuto di un immobile di mia proprietà arrecati da parte di un affittuario?",La polizza Eura Casa Tutto Compreso copre anche gli eventuali danni causati dagli affittuari?,Ho una polizza Eura Casa Tutto Compreso: posso assicurare eventuali danni al contenuto di un immobile di mia proprietà arrecati da parte di un affittuario?,Posso assicurare un immobile di mia proprietà contro gli eventuali danni causati dagli affittuari con la polizza Eura Casa Tutto Compreso?,"Se ho una polizza Eura Casa Tutto Compreso, sono coperto anche nei confronti degli eventuali danni arrecati dagli affittuari?","Se gli affittuari causano danni ad un immobile di mia proprietà, io risulto coperto dalla polizza Eura Casa Tutto Compreso?",Posso stipulare una polizza Eura Casa Tutto Compreso per garantirmi contro gli eventuali danni arrecati dagli affittuari ad un immobile di mia proprietà?,,,,,,,,,,,,,,,,,,,,,,"La polizza Eura Casa Tutto Compreso non copre questo specifico rischio, è possibile tuttavia che l'affittuario stipuli una polizza che lo tuteli sulla responsabilità civile della conduzione dell'abitazione ."
56af6c21e0e2eed908000083,Domande Generiche,Info e Acquisto,"Viaggi, Auto e Mobilità, Casa e Famiglia, Salute","Ho bisogno di informazioni relative al mio contratto, dove posso contattarvi?",Come posso contattarvi per avere informazioni sul mio contratto?,"Ho bisogno di informazioni relative al mio contratto, dove posso contattarvi?",Quale numero devo chiamare per avere informazioni sul mio contratto?,"Se mi servono informazioni sul mio contratto, come vi posso contattare?","Devo contattarvi per avere dei chiarimenti sul mio contratto, quale numero devo chiamare?",Come posso avere dei chiarimenti sul mio contratto?,,,,,,,,,,,,,,,,,,,,,,"Per informazioni sul tuo contratto, puoi chiamare al numero verde Servizio Clienti  800.01.35.29 dalle ore 08.00 alle ore 20.00 attivo dal lunedì al sabato esclusi i festivi."
56af6c21e0e2eed908000086,Domande Generiche,Info e Acquisto,"Viaggi, Auto e Mobilità, Casa e Famiglia, Salute",Come posso fare per disdire la mia polizza Europ Assistance?,Come faccio a disdire la mia polizza Europ Assistance?,Come ottenere la disdetta della mia polizza?,Quali sono le istruzioni da seguire per disdire la mia polizza?,Come comunicare la disdetta della mia polizza?,Come posso inviare la disdetta della mia polizza?,Voglio disdire la mia polizza: come faccio?,Quali sono le modalità per disdire la mia polizza?,Come posso disdire la mia polizza?,Vorrei disdire la mia polizza.,,,,,,,,,,,,,,,,,,,"Puoi inviare richiesta di disdetta della polizza con lettera raccomandata indirizzata a Europ Assistance Spa – Piazza Trento 8, 20135 Milano almeno 30 giorni prima della data di scadenza. In alternativa puoi inviare richiesta anche via fax al numero 02.58.47.70.34 o via email all'indirizzo servizio.clienti@europassistance.it"
56af6c22e0e2eed908000089,Domande Generiche,Rimborso Sinistri,"Viaggi, Auto e Mobilità, Casa e Famiglia, Salute","Ho bisogno di informazioni sullo stato del mio sinistro, come posso ottenerle?",Come posso ottenere informazioni sullo stato del mio sinistro?,Come posso avere aggiornamenti sul mio sinistro?,Vorrei informazioni sul mio sinistro.,"Ho un sinistro aperto, come faccio a sapere quando verrò pagato?",Quale numero devo chiamare per avere informazioni sul mio sinistro?,Esiste un'area del sito di Europ Assistance dedicata all'aggiornamento dello stato dei sinistri?,Chi devo contattare per avere informazioni sul mio sinistro?,Vorrei essere aggiornato sullo stato del mio sinistro.,"Se ho sporto denuncia di sinistro online, come faccio a ricevere aggiornamenti?",Ho bisogno di informazioni sul mio sinistro.,Mi servono informazioni sul mio sinistro.,A che punto è il mio sinistro?,,,,,,,,,,,,,,,,"Puoi contattarci al numero 800.90.48.91 oppure, se hai fatto la denuncia online, puoi controllare gli aggiornamenti sul sito https://sinistrionline.europassistance.it/"
56af6c23e0e2eed90800008c,Domande Generiche,Info e Acquisto,"Viaggi, Auto e Mobilità, Casa e Famiglia, Salute",A chi posso rivolgermi per sporgere eventuali reclami?,Come faccio per sporgere un reclamo?,A chi posso rivolgermi per sporgere eventuali reclami?,Vorrei sporgere reclamo.,Quali sono le modalità per sporgere reclamo?,"Ho subito un disservizio e vorrei presentare reclamo, come faccio?",È possibile sporgere reclamo online?,A chi devo spedire la mia lettera di reclamo?,Come posso presentare reclamo nei confronti di Europ Assistance?,Come posso sporgere reclamo se non sono soddisfatto dei servizi di Europ Assistance?,,,,,,,,,,,,,,,,,,,"Eventuali reclami nei confronti dell'impresa (aventi ad oggetto la gestione contrattuale o la gestione dei sinistri) devono essere inoltrati per iscritto a Europ Assistance Italia S.p.A., Ufficio Reclami, Piazza Trento, 8 – 20135 Milano, Fax 02.58.47.71.28, indirizzo e-mail: ufficio.reclami@europassistance.it"
56af6c24e0e2eed90800008f,Domande Generiche,Info e Acquisto,"Viaggi, Auto e Mobilità, Casa e Famiglia, Salute",Posso rinnovare la mia polizza dal sito?,Posso rinnovare la mia polizza dal sito?,È possibile rinnovare una polizza online?,La mia polizza può essere rinnovata dalla mia area personale sul sito di Europ Assistance?,Esiste una procedura per rinnovare la mia polizza direttamente dal sito?,Quando è possibile rinnovare una polizza dal sito?,Quali istruzioni devo seguire per rinnovare la mia polizza dal sito?,"Devo rinnovare la mia polizza, posso farlo online?",,,,,,,,,,,,,,,,,,,,,"Si solo se la polizza è stata acquistata direttamente sul sito o telefonicamente. E' sufficiente accedere all'area riservata nella sessione ""le mie polizze""."
56af6c25e0e2eed908000092,Domande Generiche,Info e Acquisto,"Viaggi, Auto e Mobilità, Casa e Famiglia, Salute",Non ricordo più la mia login e password. Come faccio a recuperarle?,Non ricordo più UserName e password: come faccio a recuperarle?,"Ho dimenticato UserName e password, come posso recuperarle?",È possibile recuperare UserName e password?,Ho bisogno di recuperare UserName e password.,"Se non ricordo più UserName e password, come posso recuperarle?",Istruzioni per il recupero di UserName e password.,"Ho perso UserName e password, come posso recuperarle?",,,,,,,,,,,,,,,,,,,,,"Contattando il numero verde 800.44.33.22, potrai richiedere l'invio della UserName via e mail.\nUna volta ricevuta la UserName potrai recuperare la Password direttamente dal sito, utilizzando la funzione ""Recupero password""."
56af6c28e0e2eed90800009b,Domande Generiche,Info e Acquisto,"Viaggi, Auto e Mobilità, Casa e Famiglia, Salute",Come posso vedere i preventivi già calcolati?,Come posso vedere i preventivi già calcolati?,Dove trovo i preventivi già calcolati nella mia area riservata del sito?,"Ho salvato un preventivo e vorrei completare l'acquisto, dove posso trovarlo?",Posso rivedere i preventivi che ho già calcolato nel sito?,"Se ho calcolato un preventivo nel sito, posso ritrovarlo in un secondo momento?",Istruzioni per ritrovare i preventivi già calcolati.,I preventivi già calcolati vengono salvati nella mia area riservata del sito?,,,,,,,,,,,,,,,,,,,,,"Trovi i preventivi che hai già calcolato nella tua Area Clienti, nella sezione ""Acquisti e preventivi"", alla voce ""I tuoi preventivi""."
56af6c29e0e2eed90800009e,Domande Generiche,Info e Acquisto,"Viaggi, Auto e Mobilità, Casa e Famiglia, Salute",Quanto tempo ho per acquistare la polizza dal calcolo del preventivo?,Quanto tempo ho per acquistare la polizza dal calcolo del preventivo?,Per quanto tempo il preventivo calcolato rimane bloccato in attesa di essere acquistato?,"Se salvo un preventivo per una polizza, quanto tempo ho a disposizione per decidermi ad completare l'acquisto?",I preventivi non completati per quanto tempo rimangono disponibili nella mia area riservata del sito?,Dal calcolo del preventivo quanto tempo mi rimane per acquistare la polizza?,I preventivi vincolano all'acquisto?,Posso calcolare un preventivo e procedere all'acquisto in un secondo momento?,,,,,,,,,,,,,,,,,,,,,"Il preventivo non è vincolante all'acquisto: se la nostra proposta ti soddisfa, puoi acquistare la polizza quando più ti è comodo, ovviamente con una tempistica ragionevole per la gestione dei documenti che la Compagnia richiede. Il preventivo rimane bloccato per 30 giorni, mentre se hai un preventivo iniziato e non completato la bozza rimane disponibile per due settimane. \n\nÈ buona norma avviare la procedura di acquisto almeno qualche giorno prima della data di decorrenza, ad eccezione delle casistiche nelle quali sia possibile acquistare subito il preventivo con carta di credito o prepagata.\n\nLa polizza Viaggi Nostop Annullamento, a differenza delle altre polizze, deve essere acquistata il giorno stesso o al più tardi entro le 24.00 del giorno successivo conferma della prenotazione/iscrizione al viaggio."
56af6c2ae0e2eed9080000a1,Domande Generiche,Info e Acquisto,Viaggi,Quali sono i requisiti fondamentali per poter stipulare le polizze viaggio?,Quali requisiti fondamentali devo avere per poter stipulare una delle polizze Viaggi?,Esistono dei requisiti per poter sottoscrivere una polizza Viaggi?,Chi può stipulare una polizza Viaggi?,Quali sono le condizioni da rispettare per poter stipulare una polizza Viaggi?,Ci sono limiti di età per sottoscrivere una polizza Viaggi?,Come faccio a sapere se posso stipulare una polizza Viaggi Europ Assistance?,Europ Assistance chiede dei requisiti per poter stipulare una polizza Viaggio?,"Se ho più di 65 anni, posso stipulare una polizza Viaggi?",Qual è il limite di età per poter stipulare una polizza Viaggi?,,,,,,,,,,,,,,,,,,,"I requisiti principali per poter stipulare le polizze viaggio Europ Assistance sono le seguenti:\n- avere una età inferiore ai 75 anni (anche se la polizza mantiene la sua validità nel caso in cui l'assicurato compia tale età in corso di contratto),\n- non essere affetti da alcolismo o tossicodipendenza,\n- non essere un soggetto HIV positivo.\nQualora una o più delle malattie o affezioni sopra richiamate insorgano nel caso del contratto, si applica quanto disposto dall'art 1898 del C.C. indipendentemente dalla concreta valutazione dello stato di salute dell'Assicurato. In caso di dichiarazioni inesatte o reticenti, si applica quanto disposto dagli articoli 1892, 1893, 1894 del C.C.."
56af6c2ae0e2eed9080000a4,Domande Generiche,Info e Acquisto,Viaggi,Le polizze Viaggio Europ Assistance coprono persone che vengono in Italia dall'estero?,Le polizze Viaggio Europ Assistance coprono anche gli stranieri che viaggiano in Italia?,Ci sono delle polizze Viaggio dedicate agli stranieri che viaggiano in Italia?,Esiste una polizza Viaggio che può essere stipulata anche dalle persone che dall'estero vengono in Italia?,Uno straniero che viaggia in Italia può sottoscrivere una polizza Viaggio Europ Assistance?,Quali polizze Viaggio possono stipulare gli stranieri che viaggiano in Italia?,La polizza Medico Nostop Italy è disponibile anche per gli stranieri che vengono in Italia?,Gli stranieri che viaggiano in Italia possono assicurarsi con una polizza Viaggio?,Europ Assistance assicura anche gli stranieri che viaggiano in Italia?,Quali garanzie offre Europ Assistance alle persone che dall'estero vengono in Italia?,,,,,,,,,,,,,,,,,,,"Si, per gli stranieri che viaggiano in Italia è disponibile la polizza Medico Nostop Italy, che comprende assistenza sanitaria 24 ore su 24 in caso di infortuno o malattia e il rimborso delle spese mediche, farmaceutiche o ospedaliere sostenute in caso di cure non rimandabili."
56af6c2be0e2eed9080000a7,Domande Generiche,Info e Acquisto,"Viaggi, Auto e Mobilità, Casa e Famiglia, Salute","Sono cittadino della Repubblica di San Marino, posso stipulare la polizza?","Sono cittadino della Repubblica di San Marino, posso stipulare una polizza?",I cittadini della Repubblica di San Marino possono stipulare le polizze Europ Assistance?,"Se sono cittadino sanmarinese, posso sottoscrivere la polizza?","La mia residenza è nella Repubblica di San Marino, posso comunque sottoscrivere la polizza?",,,,,,,,,,,,,,,,,,,,,,,,"Si. L'assicurato, per le polizze Viaggio Europ Assistance, è una persona fisica che deve avere la residenza in Italia, Repubblica di San Marino o Città del Vaticano."
56af6c2ce0e2eed9080000aa,Domande Generiche,Info e Acquisto,"Viaggi, Auto e Mobilità, Casa e Famiglia, Salute","Non ho residenza italiana ma sono domiciliato in Italia, posso acquistare comunque la polizza assicurativa?","Il mio domicilio è in Italia, ma la mia residenza è all'estero: posso comunque stipulare una polizza Europ Assistance?","Non ho residenza italiana ma sono domiciliato in Italia, posso acquistare comunque la polizza assicurativa?",Quali polizze possono essere stupulate da chi è domiciliato ma non residente in Italia?,"La mia residenza è all'estero, ma il mio domicilio è in Italia: posso sottoscrivere una polizza assicurativa?",Esistono polizze dedicate a chi ha il domicilio in Italia pur non avendo la residenza italiana?,"Ho il domicilio in Italia, ma la mia residenza è all'estero e bisogno di una polizza assicurativa.",,,,,,,,,,,,,,,,,,,,,,"Anche per le persone domiciliate ma non residenti in Italia è disponibile la polizza Medico Nostop Italy, che comprende assistenza sanitaria 24 ore su 24 in caso di infortuno o malattia e il rimborso delle spese mediche, farmaceutiche o ospedaliere sostenute in caso di cure non rimandabili."
56af6c2ee0e2eed9080000b0,Domande Generiche,Info e Acquisto,"Viaggi, Auto e Mobilità, Casa e Famiglia, Salute",L'assicurazione copre le persone in stato di gravidanza?,L'assicurazione copre le persone in stato di gravidanza?,,,,,,,,,,,,,,,,,,,,,,,,,,,"Si, le assicurazioni viaggi Europ Assistance coprono malattie e infortuni che insorgono a seguito di gravidanza (entro la 26° settimana di gestazione) ma la gravidanza non è considerata di per sé una malattia, pertanto non sono coperti esami particolari, ecografie ecc. a meno che non insorga la loro necessità a seguito di malattia o infortunio."
56af6c2fe0e2eed9080000b3,Domande Generiche,Info e Acquisto,Viaggi,"Ho più di 65 anni, posso acquistare l'assicurazione viaggio?","Se ho più di 65 anni, posso stipulare una polizza Viaggi?",,,,,,,,,,,,,,,,,,,,,,,,,,,"Si. Per le polizze viaggio, relativamente alla garanzia Infortuni in Viaggio, l'Assicurazione vale per persone di età non superiore a 75 anni. Tuttavia, per le persone che compiono questa età in corso di contratto, la garanzia mantiene la sua validità fino alla scadenza della Polizza."
56af6c30e0e2eed9080000b6,Domande Generiche,Info e Acquisto,Viaggi,Entro quanto tempo posso acquistare la polizza prima della partenza per il mio viaggio?,Entro quanto tempo posso acquistare la polizza prima della partenza per il mio viaggio?,Qual è il tempo limite per acquistare una polizza Viaggi Nostop prima della partenza del viaggio?,Posso sottoscrivere la polizza il giorno prima della partenza?,Quali tempistche devo rispettare per acquistare una polizza Viaggi Nostop?,Quanto tempo ho a disposizione per acquistare una polizza per il mio viaggio?,Quanto posso aspettare per acquistare una polizza per il mio viaggio?,"Prima di partire per il mio viaggio, quanto tempo ho a disposizione per acquistare una polizza Viaggi Nostop?","Domani parto per il mio viaggio, posso acquistare una polizza Viaggi Nostop?",Tra una settimana è fissata la partenza del mio viaggio: entro quando posso acquistare una polizza Viaggio?,,,,,,,,,,,,,,,,,,,"Le polizze Viaggi Nostop possono essere acquistate fino al giorno prima della partenza, in quanto l'emissione del certificato assicurativo è immediata e verrà inviata, entro pochi minuti dall'acquisto, all'indirizzo e-mail da te indicato"
56af6c31e0e2eed9080000b9,Domande Generiche,Info e Acquisto,Viaggi,"Non ho acquistato un viaggio organizzato tramite Agenzia di Viaggio o Tour Operator, posso assicurarmi?","Non ho acquistato un viaggio organizzato tramite Agenzia di Viaggio o Tour Operator, posso comunque acquistare una polizza Viaggi?",Posso acquistare una polizza Viaggio anche se il mio viaggio non è organizzato da Agenzia o un Tour Operator?,Assicurate anche viaggi non organizzati da Agenzia o Tour Operator?,I viaggi non organizzati da Agenzia di Viaggio o Tour Operator possono essere assicurati?,Il mio viaggio non è organizzato né da un'Agenzia né da un Tour Operator: posso comunque acquistare una polizza?,,,,,,,,,,,,,,,,,,,,,,,"Si, le assicurazioni Viaggio Europ Assistance possono essere acquistate anche se il viaggio non è stato organizzato tramite Agenzia di Viaggio o Tour Operator."
56af6c32e0e2eed9080000bc,Domande Generiche,Info e Acquisto,Viaggi,"Ho acquistato un biglietto aereo con una data di rientro flessibile, che date devo inserire in polizza?",Ho acquistato un biglietto aereo con una data di rientro flessibile: quali date che date devo inserire all'interno della polizza Viaggi?,Come gestisco le date da inserire nella polizza Viaggi se ho acquistato un biglietto aereo con data di rientro flessibile?,"Se scelgo un biglietto aereo con data di rientro flessible, quali date devo specificare nella polizza Viaggi?",Quale data di rientro devo inserire nella polizza se ho comprato un biglietto aereo con data di rientro flessibile?,,,,,,,,,,,,,,,,,,,,,,,,"In questo caso, come date di viaggio, dovrai inserire quelle riportate sul biglietto di viaggio, considerando la data nella quale arriverai o atterrerai in Italia."
56af6c32e0e2eed9080000bf,Domande Generiche,Info e Acquisto,Viaggi,Posso effettuare l'acquisto di una polizza Viaggi Europ Assistance dopo la data di inizio del viaggio?,Posso acquistare una polizza Viaggi Europ Assistance dopo la data di inizio del viaggio?,Posso stipulare una polizza a viaggio iniziato?,Posso acquistare una polizza Viaggi Nostop anche dopo che il viaggio è iniziato?,È possibile acquistare una polizza successivamente alla partenza del viaggio?,"Ieri sono partito per la mia vacanza, posso stipulare anche adesso una polizza Viaggi?","Sono in viaggio e vorrei sottoscrivere una polizza, è possibile?","Dopo che il viaggio è iniziato, è comunque possibile acquistare una polizza Viaggi?",,,,,,,,,,,,,,,,,,,,,"No, non è possibile stipulare una polizza Viaggi Europ Assistance a viaggio iniziato."
